19	19	20	20	19	21	21	23	27	31	38	51	66	82	106	146	190	226	260	298	315	334	355	352	364	369	362	365	376	361	340	320	294	266	220	173	131	91	55	36	27	23	21	20	17	17	16	16	16	18
18	19	20	20	20	18	22	24	29	34	43	56	73	102	160	181	220	256	294	320	347	367	381	384	381	388	384	366	386	372	355	349	329	303	260	212	157	114	70	44	31	24	21	21	19	18	19	17	17	17
18	18	18	19	20	21	21	25	28	37	51	61	86	117	160	207	248	295	317	335	365	378	389	399	394	398	396	392	397	386	391	374	343	329	294	243	189	137	87	49	33	26	23	21	18	18	16	17	17	17
19	18	19	20	24	21	22	27	32	40	55	70	97	140	186	237	284	324	331	355	379	394	399	421	397	414	414	397	410	393	383	371	360	354	305	267	214	164	100	55	36	28	23	20	18	17	17	17	17	17
18	18	19	19	21	22	24	26	31	43	57	77	106	154	213	268	308	339	351	374	387	410	407	407	417	421	456	409	414	407	383	380	366	350	325	294	236	181	114	61	37	29	23	20	19	17	18	18	18	17
17	18	18	19	21	22	24	27	32	44	60	81	120	174	226	278	315	349	360	386	395	407	421	404	421	417	403	396	399	398	404	393	373	359	337	302	245	193	126	63	39	30	24	21	19	18	18	17	17	16
18	18	18	20	20	22	23	27	33	45	64	89	140	179	239	287	329	354	364	383	406	426	424	417	408	420	422	414	409	413	388	377	366	356	336	304	261	205	127	62	40	30	25	21	21	19	18	17	17	19
17	19	19	19	21	22	23	28	33	46	64	89	131	186	249	292	334	368	373	392	406	407	427	424	423	418	424	410	414	402	407	398	384	358	335	315	271	207	126	63	39	30	25	21	19	20	18	18	17	20
19	19	19	19	20	21	23	26	32	45	63	88	128	181	245	293	332	356	377	393	394	421	415	409	413	414	426	411	406	399	404	392	387	351	348	321	267	208	119	58	38	29	24	21	20	19	18	18	17	22
19	20	19	20	20	22	23	25	34	43	61	84	124	177	237	292	326	373	381	398	414	422	425	417	417	421	429	427	414	414	399	395	397	370	335	312	263	194	101	52	35	28	25	22	19	19	18	17	17	16
18	18	19	19	20	21	22	25	31	38	55	77	115	162	216	270	316	334	370	414	463	416	413	419	421	417	424	424	422	409	414	390	379	352	334	305	254	170	86	48	34	27	25	22	19	19	18	17	17	17
19	18	18	18	18	21	23	24	29	34	49	70	104	146	195	248	293	332	362	390	410	411	413	395	412	422	424	417	404	405	385	381	369	349	325	293	234	131	69	41	30	25	22	19	19	18	17	17	18	17
18	18	19	19	19	20	21	23	28	31	41	64	88	121	168	225	273	307	341	364	382	390	393	392	404	406	410	405	404	394	386	369	357	337	298	254	182	94	53	36	29	25	22	19	17	17	17	17	17	16
17	17	18	18	19	19	20	22	25	28	34	53	77	106	148	190	244	291	311	339	362	382	386	391	393	391	388	388	383	372	367	361	343	316	268	214	126	70	46	33	26	22	21	20	18	18	17	18	17	16
18	18	19	20	19	18	20	20	24	26	30	39	60	90	117	162	210	252	284	312	345	359	367	375	372	381	381	387	380	355	365	349	321	287	229	151	80	54	36	29	24	22	21	20	19	18	17	17	17	15
18	17	17	18	19	19	19	20	23	24	27	34	44	70	97	130	173	220	250	288	310	329	343	357	361	368	374	365	353	337	312	314	287	239	167	94	57	41	32	26	23	20	20	18	17	17	17	17	16	16
19	19	18	19	19	19	20	21	22	23	26	32	37	49	77	104	136	174	208	242	268	298	314	325	337	338	337	331	330	310	296	266	229	166	97	60	41	34	29	24	22	20	19	18	17	16	16	17	16	16
17	18	17	17	19	18	19	18	20	21	23	28	32	37	49	71	99	130	159	190	227	253	267	282	290	303	295	290	283	268	246	196	142	87	58	42	34	28	26	21	19	19	18	17	17	17	16	17	17	18
18	18	18	17	17	18	17	18	19	20	22	24	27	31	37	46	62	88	115	141	168	195	219	234	241	248	237	232	221	188	152	105	73	50	41	33	29	24	22	21	19	18	18	17	16	16	16	17	16	16
18	18	18	18	18	18	18	18	20	20	20	22	24	27	31	35	43	53	68	89	112	133	149	166	173	179	169	148	126	98	78	58	47	37	32	27	24	22	21	20	18	18	18	16	16	15	16	16	16	15
17	17	17	18	17	18	18	19	19	19	19	20	23	24	26	30	33	38	44	51	60	74	83	89	90	89	82	74	62	54	46	40	34	32	26	24	21	22	21	19	19	17	17	17	16	16	15	16	15	16
17	17	17	17	17	17	18	18	18	18	19	21	22	22	23	24	27	30	32	37	38	42	46	49	49	47	46	44	40	37	33	31	27	26	23	22	21	20	20	20	17	18	18	16	15	15	15	17	16	16
17	17	19	17	17	17	17	18	18	18	18	18	20	20	20	22	24	25	26	31	31	31	33	32	32	32	33	31	30	29	26	25	24	22	21	19	18	19	19	18	18	18	16	16	16	16	14	15	16	16
18	17	16	17	17	17	18	16	16	18	19	18	19	19	20	20	21	23	22	26	26	27	27	27	27	26	26	25	25	25	24	22	22	21	19	18	18	18	17	17	16	16	15	15	16	15	14	15	14	15
17	16	16	17	18	18	18	18	17	18	17	18	19	18	18	19	20	22	21	22	21	22	22	24	23	23	22	21	22	22	20	19	20	21	19	19	17	18	16	16	17	16	16	15	15	15	15	16	15	16
18	17	16	17	18	17	17	16	17	17	16	17	17	18	18	18	19	19	18	19	21	21	20	20	19	21	20	20	21	21	20	20	19	18	18	17	16	16	17	17	17	16	17	15	16	16	15	14	16	15
18	18	16	17	17	15	17	18	17	18	17	18	18	18	17	18	19	20	18	20	19	20	19	19	18	20	18	19	20	20	19	19	20	19	17	16	18	17	17	15	15	16	17	15	16	15	15	16	16	16
17	17	18	17	16	16	18	17	17	17	17	16	17	18	18	17	18	18	17	19	20	19	19	18	17	20	19	18	17	18	19	19	17	18	18	16	16	17	17	16	15	16	15	15	15	16	15	16	17	17
17	16	18	17	16	17	17	16	17	18	17	18	17	16	16	17	17	18	17	19	17	18	18	17	16	17	17	17	17	18	18	18	17	18	18	16	15	16	17	17	16	16	16	15	16	14	17	17	16	15
17	17	17	17	16	16	16	16	18	17	16	19	17	18	19	17	16	17	17	16	17	18	19	17	15	17	16	17	18	17	17	18	16	16	16	17	17	17	17	16	15	14	15	14	16	15	16	16	15	15
17	16	17	16	17	16	17	17	17	16	16	16	17	16	17	16	16	18	16	17	17	19	18	16	16	16	18	17	18	17	18	16	16	16	17	15	15	16	16	17	15	16	16	14	15	16	13	15	16	16
